BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,BenefitPackageId,IssuerId2,StateCode2,MarketCoverage,DentalOnlyPlan,TIN,StandardComponentId,PlanMarketingName,HIOSProductId,HPID,NetworkId,ServiceAreaId,FormularyId,IsNewPlan,PlanType,MetalLevel,UniquePlanDesign,QHPNonQHPTypeId,IsNoticeRequiredForPregnancy,IsReferralRequiredForSpecialist,SpecialistRequiringReferral,PlanLevelExclusions,IndianPlanVariationEstimatedAdvancedPaymentAmountPerEnrollee,CompositeRatingOffered,ChildOnlyOffering,ChildOnlyPlanId,WellnessProgramOffered,DiseaseManagementProgramsOffered,EHBPercentTotalPremium,EHBPediatricDentalApportionmentQuantity,IsGuaranteedRate,SpecialtyDrugMaximumCoinsurance,InpatientCopaymentMaximumDays,BeginPrimaryCareCostSharingAfterNumberOfVisits,BeginPrimaryCareDeductibleCoinsuranceAfterNumberOfCopays,PlanEffictiveDate,PlanExpirationDate,OutOfCountryCoverage,OutOfCountryCoverageDescription,OutOfServiceAreaCoverage,OutOfServiceAreaCoverageDescription,NationalNetwork,URLForEnrollmentPayment,FormularyURL,PlanId,CSRVariationType,IssuerActuarialValue,AVCalculatorOutputNumber,MedicalDrugDeductiblesIntegrated,MedicalDrugMaximumOutofPocketIntegrated,MultipleInNetworkTiers,FirstTierUtilization,SecondTierUtilization,SBCHavingaBabyDeductible,SBCHavingaBabyCopayment,SBCHavingaBabyCoinsurance,SBCHavingaBabyLimit,SBCHavingDiabetesDeductible,SBCHavingDiabetesCopayment,SBCHavingDiabetesCoinsurance,SBCHavingDiabetesLimit,MEHBInnTier1IndividualMOOP,MEHBInnTier1FamilyPerPersonMOOP,MEHBInnTier1FamilyPerGroupMOOP,MEHBInnTier2IndividualMOOP,MEHBInnTier2FamilyPerPersonMOOP,MEHBInnTier2FamilyPerGroupMOOP,MEHBOutOfNetIndividualMOOP,MEHBOutOfNetFamilyPerPersonMOOP,MEHBOutOfNetFamilyPerGroupMOOP,MEHBCombInnOonIndividualMOOP,MEHBCombInnOonFamilyPerPersonMOOP,MEHBCombInnOonFamilyPerGroupMOOP,DEHBInnTier1IndividualMOOP,DEHBInnTier1FamilyPerPersonMOOP,DEHBInnTier1FamilyPerGroupMOOP,DEHBInnTier2IndividualMOOP,DEHBInnTier2FamilyPerPersonMOOP,DEHBInnTier2FamilyPerGroupMOOP,DEHBOutOfNetIndividualMOOP,DEHBOutOfNetFamilyPerPersonMOOP,DEHBOutOfNetFamilyPerGroupMOOP,DEHBCombInnOonIndividualMOOP,DEHBCombInnOonFamilyPerPersonMOOP,DEHBCombInnOonFamilyPerGroupMOOP,TEHBInnTier1IndividualMOOP,TEHBInnTier1FamilyPerPersonMOOP,TEHBInnTier1FamilyPerGroupMOOP,TEHBInnTier2IndividualMOOP,TEHBInnTier2FamilyPerPersonMOOP,TEHBInnTier2FamilyPerGroupMOOP,TEHBOutOfNetIndividualMOOP,TEHBOutOfNetFamilyPerPersonMOOP,TEHBOutOfNetFamilyPerGroupMOOP,TEHBCombInnOonIndividualMOOP,TEHBCombInnOonFamilyPerPersonMOOP,TEHBCombInnOonFamilyPerGroupMOOP,MEHBDedInnTier1Individual,MEHBDedInnTier1FamilyPerPerson,MEHBDedInnTier1FamilyPerGroup,MEHBDedInnTier1Coinsurance,MEHBDedInnTier2Individual,MEHBDedInnTier2FamilyPerPerson,MEHBDedInnTier2FamilyPerGroup,MEHBDedInnTier2Coinsurance,MEHBDedOutOfNetIndividual,MEHBDedOutOfNetFamilyPerPerson,MEHBDedOutOfNetFamilyPerGroup,MEHBDedCombInnOonIndividual,MEHBDedCombInnOonFamilyPerPerson,MEHBDedCombInnOonFamilyPerGroup,DEHBDedInnTier1Individual,DEHBDedInnTier1FamilyPerPerson,DEHBDedInnTier1FamilyPerGroup,DEHBDedInnTier1Coinsurance,DEHBDedInnTier2Individual,DEHBDedInnTier2FamilyPerPerson,DEHBDedInnTier2FamilyPerGroup,DEHBDedInnTier2Coinsurance,DEHBDedOutOfNetIndividual,DEHBDedOutOfNetFamilyPerPerson,DEHBDedOutOfNetFamilyPerGroup,DEHBDedCombInnOonIndividual,DEHBDedCombInnOonFamilyPerPerson,DEHBDedCombInnOonFamilyPerGroup,TEHBDedInnTier1Individual,TEHBDedInnTier1FamilyPerPerson,TEHBDedInnTier1FamilyPerGroup,TEHBDedInnTier1Coinsurance,TEHBDedInnTier2Individual,TEHBDedInnTier2FamilyPerPerson,TEHBDedInnTier2FamilyPerGroup,TEHBDedInnTier2Coinsurance,TEHBDedOutOfNetIndividual,TEHBDedOutOfNetFamilyPerPerson,TEHBDedOutOfNetFamilyPerGroup,TEHBDedCombInnOonIndividual,TEHBDedCombInnOonFamilyPerPerson,TEHBDedCombInnOonFamilyPerGroup,IsHSAEligible,HSAOrHRAEmployerContribution,HSAOrHRAEmployerContributionAmount,URLForSummaryofBenefitsCoverage,PlanBrochure,RowNumber
2016,NV,33670,SERFF,6,8/21/15 06:27,3,33670,NV,Individual,No,84-0747736,33670NV1050013,Anthem Silver Pathway X PPO 2500 15,33670NV105,,NVN001,NVS006,NVF009,New,PPO,Silver,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,3,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050013-05,87% AV Level Silver Plan,86.09%,0.861122251,Yes,Yes,No,100%,,$750 ,$250 ,$344 ,$0 ,$424 ,$90 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,"$1,750 ",$1750 per person,$3500 per group,,,,"$4,375 ",$4375 per person,$8750 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$750 ,$750 per person,$1500 per group,15%,,,,,"$1,875 ",$1875 per person,$3750 per group,Not Applicable,per person not applicable,per group not applicable,No,,,https://www.sbc.anthem.com/dps/ccd1XL7,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,23
2016,NV,33670,SERFF,6,8/21/15 06:27,3,33670,NV,Individual,No,84-0747736,33670NV1050013,Anthem Silver Pathway X PPO 2500 15,33670NV105,,NVN001,NVS006,NVF009,New,PPO,Silver,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,3,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050013-06,94% AV Level Silver Plan,93.05%,0.933339655,Yes,Yes,No,100%,,$200 ,$150 ,$400 ,$0 ,$200 ,$50 ,$34 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,$750 ,$750 per person,$1500 per group,,,,"$1,875 ",$1875 per person,$3750 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$200 ,$200 per person,$400 per group,15%,,,,,$500 ,$500 per person,$1000 per group,Not Applicable,per person not applicable,per group not applicable,No,,,https://www.sbc.anthem.com/dps/ccd1XL8,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,24
2016,NV,33670,SERFF,6,8/21/15 06:27,4,33670,NV,Individual,No,84-0747736,33670NV1050005,Anthem Bronze Pathway X PPO 6200 30,33670NV105,,NVN001,NVS006,NVF003,New,PPO,Bronze,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050005-00,Standard Bronze Off Exchange Plan,60.72%,0.606744766,Yes,Yes,No,100%,,"$6,200 ",$0 ,$123 ,$0 ,"$1,059 ",$90 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,"$17,125 ",$17125 per person,$34250 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,200 ",$6200 per person,$12400 per group,30%,,,,,"$15,500 ",$15500 per person,$31000 per group,Not Applicable,per person not applicable,per group not applicable,No,,,https://www.sbc.anthem.com/dps/ccd1G49,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,4
2016,NV,33670,SERFF,6,8/21/15 06:27,4,33670,NV,Individual,No,84-0747736,33670NV1050005,Anthem Bronze Pathway X PPO 6200 30,33670NV105,,NVN001,NVS006,NVF003,New,PPO,Bronze,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050005-01,Standard Bronze On Exchange Plan,60.72%,0.606744766,Yes,Yes,No,100%,,"$6,200 ",$0 ,$123 ,$0 ,"$1,059 ",$90 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,"$17,125 ",$17125 per person,$34250 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,200 ",$6200 per person,$12400 per group,30%,,,,,"$15,500 ",$15500 per person,$31000 per group,Not Applicable,per person not applicable,per group not applicable,No,,,https://www.sbc.anthem.com/dps/ccd1X7X,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,5
2016,NV,33670,SERFF,6,8/21/15 06:27,4,33670,NV,Individual,No,84-0747736,33670NV1050005,Anthem Bronze Pathway X PPO 6200 30,33670NV105,,NVN001,NVS006,NVF003,New,PPO,Bronze,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050005-02,Zero Cost Sharing Plan Variation,100.00%,1,Yes,Yes,No,100%,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person,$0 per group,,,,$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person,$0 per group,0%,,,,,$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,No,,,https://www.sbc.anthem.com/dps/ccd1X7Y,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,6
2016,NV,33670,SERFF,6,8/21/15 06:27,4,33670,NV,Individual,No,84-0747736,33670NV1050005,Anthem Bronze Pathway X PPO 6200 30,33670NV105,,NVN001,NVS006,NVF003,New,PPO,Bronze,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050005-03,Limited Cost Sharing Plan Variation,60.72%,0.606744766,Yes,Yes,No,100%,,"$6,200 ",$0 ,$123 ,$0 ,"$1,059 ",$90 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,"$17,125 ",$17125 per person,$34250 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,200 ",$6200 per person,$12400 per group,30%,,,,,"$15,500 ",$15500 per person,$31000 per group,Not Applicable,per person not applicable,per group not applicable,No,,,https://www.sbc.anthem.com/dps/ccd1X7X,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,7
2016,NV,33670,SERFF,6,8/21/15 06:27,4,33670,NV,Individual,No,84-0747736,33670NV1050006,Anthem Bronze Pathway X PPO 5200 20,33670NV105,,NVN001,NVS006,NVF002,New,PPO,Bronze,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050006-00,Standard Bronze Off Exchange Plan,61.99%,0.619862616,Yes,Yes,No,100%,,"$5,200 ",$0 ,$282 ,$0 ,"$1,079 ",$70 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,"$17,125 ",$17125 per person,$34250 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,200 ",$5200 per person,$10400 per group,20%,,,,,"$13,000 ",$13000 per person,$26000 per group,Not Applicable,per person not applicable,per group not applicable,No,,,https://www.sbc.anthem.com/dps/ccd1X83,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,8
2016,NV,33670,SERFF,6,8/21/15 06:27,4,33670,NV,Individual,No,84-0747736,33670NV1050006,Anthem Bronze Pathway X PPO 5200 20,33670NV105,,NVN001,NVS006,NVF002,New,PPO,Bronze,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050006-01,Standard Bronze On Exchange Plan,61.99%,0.619862616,Yes,Yes,No,100%,,"$5,200 ",$0 ,$282 ,$0 ,"$1,079 ",$70 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,"$17,125 ",$17125 per person,$34250 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,200 ",$5200 per person,$10400 per group,20%,,,,,"$13,000 ",$13000 per person,$26000 per group,Not Applicable,per person not applicable,per group not applicable,No,,,https://www.sbc.anthem.com/dps/ccd1X81,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,9
2016,NV,33670,SERFF,6,8/21/15 06:27,4,33670,NV,Individual,No,84-0747736,33670NV1050006,Anthem Bronze Pathway X PPO 5200 20,33670NV105,,NVN001,NVS006,NVF002,New,PPO,Bronze,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,2,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050006-02,Zero Cost Sharing Plan Variation,100.00%,1,Yes,Yes,No,100%,,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person,$0 per group,,,,$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0 ,$0 per person,$0 per group,0%,,,,,$0 ,$0 per person,$0 per group,$0 ,$0 per person,$0 per group,No,,,https://www.sbc.anthem.com/dps/ccd1X82,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,10
2016,NV,33670,SERFF,6,8/21/15 06:27,5,33670,NV,Individual,No,84-0747736,33670NV1050007,Anthem Catastrophic Pathway X PPO 6850 0,33670NV105,,NVN001,NVS006,NVF001,New,PPO,Catastrophic,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,3,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050007-00,Standard Catastrophic Off Exchange Plan,,,Yes,Yes,No,100%,,"$6,850 ",$0 ,$0 ,$0 ,"$1,069 ",$80 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,"$17,125 ",$17125 per person,$34250 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,0%,,,,,"$17,125 ",$17125 per person,$34250 per group,Not Applicable,per person not applicable,per group not applicable,No,,,https://www.sbc.anthem.com/dps/ccd1X86,http://editiondigital.net/view/IU65/2016/OFF_HIX_NV_KIT_2016,4
2016,NV,33670,SERFF,6,8/21/15 06:27,5,33670,NV,Individual,No,84-0747736,33670NV1050007,Anthem Catastrophic Pathway X PPO 6850 0,33670NV105,,NVN001,NVS006,NVF001,New,PPO,Catastrophic,Yes,Both,No,No,,,$0.00 ,No,Allows Adult and Child-Only,,No,"Asthma, Heart Disease, Depression, Diabetes, High Blood Pressure & High Cholesterol, Low Back Pain, Pain Management",1,,,,0,0,3,1/1/16,12/31/16,Yes,Emergency/Urgent Care Only,Yes,Bluecard PPO Network,Yes,https://payment.anthem.com/sales/payment/exchange?state=NV,https://www.anthem.com/NVSelectdrugtier4,33670NV1050007-01,Standard Catastrophic On Exchange Plan,,,Yes,Yes,No,100%,,"$6,554 ",$0 ,$0 ,$0 ,"$1,069 ",$80 ,$0 ,$0 ,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,,,,"$17,125 ",$17125 per person,$34250 per group,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,850 ",$6850 per person,$13700 per group,0%,,,,,"$17,125 ",$17125 per person,$34250 per group,Not Applicable,per person not applicable,per group not applicable,No,,,https://www.sbc.anthem.com/dps/ccd1X87,http://editiondigital.net/view/IU65/2016/ON_HIX_NV_KIT_2016,5
2016,NV,34962,SERFF,5,9/24/15 06:32,2,34962,NV,SHOP (Small Group),Yes,88-0244893,34962NV0020004,DeltaCare USA Preferred Plan for Families for Small Businesses,34962NV002,,NVN001,NVS001,,Existing,HMO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$22.99 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,No,,No,https://www.deltadentalins.com/hx/checkout,,34962NV0020004-00,Standard High Off Exchange Plan,84.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://deltadentalins.com/hcx/nv/34962nv0020004-16,4
2016,NV,34962,SERFF,5,9/24/15 06:32,2,34962,NV,Individual,Yes,88-0244893,34962NV0010004,DeltaCare USA Preferred Plan for Families,34962NV001,,NVN001,NVS001,,Existing,HMO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$22.53 ,Guaranteed Rate,,0,0,0,1/1/16,12/31/16,No,,No,,No,https://www.deltadentalins.com/hx/checkout,,34962NV0010004-00,Standard High Off Exchange Plan,84.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://deltadentalins.com/hcx/nv/34962nv0010004-16,4
2016,NV,34962,SERFF,5,9/24/15 06:32,2,34962,NV,Individual,Yes,88-0244893,34962NV0010004,DeltaCare USA Preferred Plan for Families,34962NV001,,NVN001,NVS001,,Existing,HMO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$22.53 ,Guaranteed Rate,,0,0,0,1/1/16,12/31/16,No,,No,,No,https://www.deltadentalins.com/hx/checkout,,34962NV0010004-01,Standard High On Exchange Plan,84.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://deltadentalins.com/hcx/nv/34962nv0010004-16,5
2016,NV,34962,SERFF,5,9/24/15 06:32,2,34962,NV,SHOP (Small Group),Yes,88-0244893,34962NV0020004,DeltaCare USA Preferred Plan for Families for Small Businesses,34962NV002,,NVN001,NVS001,,Existing,HMO,High,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$22.99 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,No,,No,https://www.deltadentalins.com/hx/checkout,,34962NV0020004-01,Standard High On Exchange Plan,84.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://deltadentalins.com/hcx/nv/34962nv0020004-16,5
2016,NV,34962,SERFF,5,9/24/15 06:32,3,34962,NV,SHOP (Small Group),Yes,88-0244893,34962NV0020006,DeltaCare USA Basic Plan for Families for Small Businesses,34962NV002,,NVN001,NVS001,,Existing,HMO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$18.49 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,No,,No,https://www.deltadentalins.com/hx/checkout,,34962NV0020006-00,Standard Low Off Exchange Plan,68.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://deltadentalins.com/hcx/nv/34962nv0020006-16,4
2016,NV,34962,SERFF,5,9/24/15 06:32,3,34962,NV,Individual,Yes,88-0244893,34962NV0010006,DeltaCare USA Basic Plan for Families,34962NV001,,NVN001,NVS001,,Existing,HMO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$17.84 ,Guaranteed Rate,,0,0,0,1/1/16,12/31/16,No,,No,,No,https://www.deltadentalins.com/hx/checkout,,34962NV0010006-00,Standard Low Off Exchange Plan,68.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://deltadentalins.com/hcx/nv/34962nv0010006-16,4
2016,NV,34962,SERFF,5,9/24/15 06:32,3,34962,NV,Individual,Yes,88-0244893,34962NV0010006,DeltaCare USA Basic Plan for Families,34962NV001,,NVN001,NVS001,,Existing,HMO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$17.84 ,Guaranteed Rate,,0,0,0,1/1/16,12/31/16,No,,No,,No,https://www.deltadentalins.com/hx/checkout,,34962NV0010006-01,Standard Low On Exchange Plan,68.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://deltadentalins.com/hcx/nv/34962nv0010006-16,5
2016,NV,34962,SERFF,5,9/24/15 06:32,3,34962,NV,SHOP (Small Group),Yes,88-0244893,34962NV0020006,DeltaCare USA Basic Plan for Families for Small Businesses,34962NV002,,NVN001,NVS001,,Existing,HMO,Low,,Both,,,,,,No,Allows Adult and Child-Only,,,,,$18.49 ,Guaranteed Rate,,0,0,0,1/1/16,,No,,No,,No,https://www.deltadentalins.com/hx/checkout,,34962NV0020006-01,Standard Low On Exchange Plan,68.00%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://deltadentalins.com/hcx/nv/34962nv0020006-16,5
2016,NV,43126,SERFF,3,8/21/15 06:27,1,43126,NV,Individual,Yes,26-3486277,43126NV0110001,NDB Nevada Kids Gold,43126NV011,,NVN001,NVS001,,Existing,HMO,High,,Both,,,,,,No,Allows Child-Only,,,,,$20.13 ,Guaranteed Rate,,0,0,0,1/1/16,12/31/16,No,,No,,No,http://www.nevadadentalbenefits.com/pay_online.php,,43126NV0110001-00,Standard High Off Exchange Plan,83.10%,,,,No,100%,,,,,,,,,,$350 ,$350 per person,$700 per group,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,per person not applicable,per group not applicable,,,,,,Not Applicable,per person not applicable,per group not applicable,Not Applicable,per person not applicable,per group not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.nevadadentalbenefits.com/nevada_health_link.php,http://www.nevadadentalbenefits.com/nevada_health_link.php,4
